post_id,text,platform,timestamp,engagement,label,user_verified,follower_count,account_age_days
post_0112,SECRET FORMULA REVEALED! Turn ₹1000 into ₹1 lakh in 15 days! Limited seats!,whatsapp,2025-08-18 22:18:50.008981,3682,fraudulent,False,13643,37
post_0113,Celebrity XYZ recommends this stock in viral video! Don't miss out!,telegram,2025-08-12 22:18:50.008986,2588,fraudulent,False,35847,613
post_0114,Celebrity XYZ recommends this stock in viral video! Don't miss out!,instagram,2025-08-12 22:18:50.008989,2527,fraudulent,False,13138,231
post_0115,Celebrity XYZ recommends this stock in viral video! Don't miss out!,whatsapp,2025-08-14 22:18:50.008994,2196,fraudulent,False,36583,870
post_0116,Government approved scheme! Tax-free returns of 40% annually guaranteed!,twitter,2025-09-02 22:18:50.008997,1248,fraudulent,False,33314,427
post_0117,Exclusive IPO allocation guaranteed! No lottery system. Pay only ₹5000 advance,twitter,2025-08-07 22:18:50.009000,2296,fraudulent,False,7483,849
post_0118,PUMP ALERT: Everyone buy ABC stock at 2 PM sharp! Let's take it to the moon! 🌙,instagram,2025-09-02 22:18:50.009003,4419,fraudulent,False,11155,435
post_0119,Tax-saving investments under 80C can provide good returns with tax benefits,telegram,2025-08-14 22:18:50.009006,153,legitimate,False,7411,170
post_0120,Celebrity XYZ recommends this stock in viral video! Don't miss out!,whatsapp,2025-08-16 22:18:50.009009,3673,fraudulent,False,2541,106
post_0121,Asset allocation is key to managing investment risk effectively,twitter,2025-08-09 22:18:50.009012,142,legitimate,False,37081,24
post_0122,AI trading bot with 99.9% success rate! Make money while you sleep! 🤖💸,telegram,2025-08-09 22:18:50.009015,1762,fraudulent,False,408,350
post_0123,Tax-saving investments under 80C can provide good returns with tax benefits,whatsapp,2025-08-11 22:18:50.009019,305,legitimate,False,20840,357
post_0124,Celebrity XYZ recommends this stock in viral video! Don't miss out!,whatsapp,2025-08-22 22:18:50.009021,2203,fraudulent,False,30674,606
post_0125,Celebrity XYZ recommends this stock in viral video! Don't miss out!,twitter,2025-08-28 22:18:50.009024,584,fraudulent,False,1733,518
post_0126,Tax-saving investments under 80C can provide good returns with tax benefits,whatsapp,2025-09-03 22:18:50.009027,140,legitimate,True,36562,204
post_0127,Asset allocation is key to managing investment risk effectively,whatsapp,2025-08-13 22:18:50.009030,124,legitimate,False,45640,414
post_0128,Dollar-cost averaging can help reduce the impact of market volatility,instagram,2025-08-27 22:18:50.009034,210,legitimate,False,251,589
post_0129,Tax-saving investments under 80C can provide good returns with tax benefits,facebook,2025-08-10 22:18:50.009040,413,legitimate,False,43818,352
post_0130,Exclusive IPO allocation guaranteed! No lottery system. Pay only ₹5000 advance,twitter,2025-09-02 22:18:50.009045,1685,fraudulent,False,36420,601
post_0131,💰 I made ₹50 lakhs in one week using this simple trick. DM for details!,instagram,2025-08-09 22:18:50.009051,622,fraudulent,False,6823,289
post_0132,Asset allocation is key to managing investment risk effectively,whatsapp,2025-08-07 22:18:50.009058,33,legitimate,True,16993,27
post_0133,Regular portfolio review with rebalancing is essential for long-term success,whatsapp,2025-08-18 22:18:50.009061,375,legitimate,False,30826,402
post_0134,Emergency fund should be your first priority before investing,whatsapp,2025-08-30 22:18:50.009064,115,legitimate,True,30550,502
post_0135,Regular portfolio review with rebalancing is essential for long-term success,twitter,2025-09-02 22:18:50.009068,233,legitimate,False,14908,62
post_0136,BREAKING: XYZ stock will moon tomorrow! Buy before 9 AM. Secret insider info!,facebook,2025-08-18 22:18:50.009071,3627,fraudulent,False,20391,504
post_0137,Always read the offer document before investing in any mutual fund scheme,instagram,2025-08-25 22:18:50.009074,127,legitimate,False,16411,899
post_0138,URGENT: This penny stock will be the next TESLA! Limited time offer - invest ₹10K get ₹1L,whatsapp,2025-09-01 22:18:50.009076,4186,fraudulent,False,45203,130
post_0139,Consult a SEBI registered advisor before making major investment decisions,twitter,2025-08-07 22:18:50.009079,90,legitimate,False,5448,7
post_0140,Emergency fund should be your first priority before investing,whatsapp,2025-08-08 22:18:50.009082,252,legitimate,True,33636,253
post_0141,Dollar-cost averaging can help reduce the impact of market volatility,whatsapp,2025-09-01 22:18:50.009085,50,legitimate,False,6870,983
post_0142,Always read the offer document before investing in any mutual fund scheme,whatsapp,2025-09-04 22:18:50.009088,264,legitimate,True,47106,636
post_0143,Tax-saving investments under 80C can provide good returns with tax benefits,whatsapp,2025-08-10 22:18:50.009091,143,legitimate,True,22696,962
post_0144,Exclusive IPO allocation guaranteed! No lottery system. Pay only ₹5000 advance,twitter,2025-08-21 22:18:50.009095,4822,fraudulent,False,16774,808
post_0145,AI trading bot with 99.9% success rate! Make money while you sleep! 🤖💸,telegram,2025-08-11 22:18:50.009098,962,fraudulent,False,7274,509
post_0146,Exclusive IPO allocation guaranteed! No lottery system. Pay only ₹5000 advance,instagram,2025-08-27 22:18:50.009101,4660,fraudulent,False,1254,3
post_0147,Dollar-cost averaging can help reduce the impact of market volatility,whatsapp,2025-08-24 22:18:50.009104,208,legitimate,True,16590,208
post_0148,BREAKING: XYZ stock will moon tomorrow! Buy before 9 AM. Secret insider info!,facebook,2025-09-03 22:18:50.009106,2239,fraudulent,False,34777,775
post_0149,Research shows that systematic investment plans help build wealth over time,instagram,2025-09-02 22:18:50.009110,478,legitimate,False,37315,828
post_0150,Consult a SEBI registered advisor before making major investment decisions,facebook,2025-09-02 22:18:50.009113,381,legitimate,True,8621,521
post_0151,Emergency fund should be your first priority before investing,twitter,2025-08-07 22:18:50.009116,72,legitimate,False,5692,726
post_0152,Tax-saving investments under 80C can provide good returns with tax benefits,instagram,2025-08-31 22:18:50.009120,113,legitimate,False,18783,572
post_0153,Consider diversifying your portfolio with index funds for long-term growth,telegram,2025-08-20 22:18:50.009124,453,legitimate,False,32138,96
post_0154,Dollar-cost averaging can help reduce the impact of market volatility,facebook,2025-09-03 22:18:50.009127,140,legitimate,False,16689,1
post_0155,Exclusive IPO allocation guaranteed! No lottery system. Pay only ₹5000 advance,telegram,2025-08-29 22:18:50.009130,4943,fraudulent,False,41490,397
post_0156,Consult a SEBI registered advisor before making major investment decisions,twitter,2025-08-05 22:18:50.009133,388,legitimate,True,39745,747
post_0157,PUMP ALERT: Everyone buy ABC stock at 2 PM sharp! Let's take it to the moon! 🌙,instagram,2025-08-27 22:18:50.009135,3521,fraudulent,False,370,148
post_0158,Regular portfolio review with rebalancing is essential for long-term success,instagram,2025-08-30 22:18:50.009138,92,legitimate,False,16293,100
post_0159,Exclusive IPO allocation guaranteed! No lottery system. Pay only ₹5000 advance,facebook,2025-08-16 22:18:50.009141,2363,fraudulent,False,42730,203
post_0160,Celebrity XYZ recommends this stock in viral video! Don't miss out!,telegram,2025-08-23 22:18:50.009144,3790,fraudulent,False,25980,742
post_0161,Emergency fund should be your first priority before investing,instagram,2025-08-15 22:18:50.009149,315,legitimate,True,10060,683
post_0162,💰 I made ₹50 lakhs in one week using this simple trick. DM for details!,telegram,2025-09-02 22:18:50.009152,2383,fraudulent,False,41500,456
post_0163,Government approved scheme! Tax-free returns of 40% annually guaranteed!,telegram,2025-08-26 22:18:50.009157,611,fraudulent,False,24631,978
post_0164,Exclusive IPO allocation guaranteed! No lottery system. Pay only ₹5000 advance,whatsapp,2025-08-31 22:18:50.009160,4277,fraudulent,False,26317,801
post_0165,Tax-saving investments under 80C can provide good returns with tax benefits,instagram,2025-08-12 22:18:50.009166,313,legitimate,True,32959,786
post_0166,SECRET FORMULA REVEALED! Turn ₹1000 into ₹1 lakh in 15 days! Limited seats!,instagram,2025-08-14 22:18:50.009170,1997,fraudulent,False,36986,570
post_0167,Research shows that systematic investment plans help build wealth over time,instagram,2025-08-24 22:18:50.009173,32,legitimate,True,41659,937
post_0168,Regular portfolio review with rebalancing is essential for long-term success,facebook,2025-08-05 22:18:50.009176,438,legitimate,True,18466,50
post_0169,Consider diversifying your portfolio with index funds for long-term growth,telegram,2025-09-04 22:18:50.009180,140,legitimate,False,34204,315
post_0170,SECRET FORMULA REVEALED! Turn ₹1000 into ₹1 lakh in 15 days! Limited seats!,twitter,2025-08-15 22:18:50.009183,526,fraudulent,False,19865,990
post_0171,Celebrity XYZ recommends this stock in viral video! Don't miss out!,telegram,2025-08-12 22:18:50.009188,3225,fraudulent,False,16789,678
post_0172,Dollar-cost averaging can help reduce the impact of market volatility,whatsapp,2025-09-04 22:18:50.009191,93,legitimate,True,29520,988
post_0173,Celebrity XYZ recommends this stock in viral video! Don't miss out!,twitter,2025-09-01 22:18:50.009195,3052,fraudulent,False,49729,198
post_0174,Consider diversifying your portfolio with index funds for long-term growth,whatsapp,2025-08-11 22:18:50.009198,221,legitimate,True,13259,750
post_0175,Government approved scheme! Tax-free returns of 40% annually guaranteed!,facebook,2025-08-17 22:18:50.009201,2051,fraudulent,False,19933,917
post_0176,Consider diversifying your portfolio with index funds for long-term growth,facebook,2025-08-24 22:18:50.009204,116,legitimate,False,9522,41
post_0177,Emergency fund should be your first priority before investing,facebook,2025-08-11 22:18:50.009207,404,legitimate,False,8737,627
post_0178,Consult a SEBI registered advisor before making major investment decisions,telegram,2025-08-22 22:18:50.009210,371,legitimate,False,1768,104
post_0179,Emergency fund should be your first priority before investing,telegram,2025-08-30 22:18:50.009213,69,legitimate,True,21170,149
post_0180,Emergency fund should be your first priority before investing,telegram,2025-08-13 22:18:50.009216,171,legitimate,True,22666,725
post_0181,Market volatility is normal - stick to your investment plan and don't panic,whatsapp,2025-08-05 22:18:50.009219,328,legitimate,False,8556,739
post_0182,Always read the offer document before investing in any mutual fund scheme,twitter,2025-08-30 22:18:50.009222,172,legitimate,False,30607,593
post_0183,Dollar-cost averaging can help reduce the impact of market volatility,telegram,2025-08-28 22:18:50.009225,401,legitimate,True,46226,760
post_0184,Regular portfolio review with rebalancing is essential for long-term success,whatsapp,2025-08-17 22:18:50.009228,169,legitimate,False,39853,998
post_0185,🚀 GUARANTEED 500% returns in 30 days! Join our premium Telegram group NOW!,twitter,2025-08-22 22:18:50.009231,1354,fraudulent,False,10392,724
post_0186,Always read the offer document before investing in any mutual fund scheme,telegram,2025-08-31 22:18:50.009236,358,legitimate,False,13731,237
post_0187,Dollar-cost averaging can help reduce the impact of market volatility,twitter,2025-08-18 22:18:50.009242,484,legitimate,False,22949,272
post_0188,Emergency fund should be your first priority before investing,telegram,2025-08-05 22:18:50.009248,415,legitimate,False,24868,926
post_0189,Consider diversifying your portfolio with index funds for long-term growth,whatsapp,2025-08-08 22:18:50.009251,272,legitimate,False,32543,791
post_0190,💰 I made ₹50 lakhs in one week using this simple trick. DM for details!,telegram,2025-08-12 22:18:50.009255,2742,fraudulent,False,16545,111
post_0191,Government approved scheme! Tax-free returns of 40% annually guaranteed!,instagram,2025-08-11 22:18:50.009259,2794,fraudulent,False,45240,422
post_0192,Always read the offer document before investing in any mutual fund scheme,telegram,2025-08-21 22:18:50.009262,281,legitimate,False,35255,2
post_0193,Consider diversifying your portfolio with index funds for long-term growth,twitter,2025-08-25 22:18:50.009267,339,legitimate,False,20248,395
post_0194,Consider diversifying your portfolio with index funds for long-term growth,whatsapp,2025-08-22 22:18:50.009272,350,legitimate,False,36401,712
post_0195,BREAKING: XYZ stock will moon tomorrow! Buy before 9 AM. Secret insider info!,telegram,2025-08-25 22:18:50.009276,2518,fraudulent,False,31343,582
post_0196,Emergency fund should be your first priority before investing,twitter,2025-08-31 22:18:50.009279,284,legitimate,False,23790,500
post_0197,PUMP ALERT: Everyone buy ABC stock at 2 PM sharp! Let's take it to the moon! 🌙,whatsapp,2025-08-07 22:18:50.009282,3585,fraudulent,False,18445,740
post_0198,Dollar-cost averaging can help reduce the impact of market volatility,facebook,2025-08-23 22:18:50.009285,242,legitimate,False,42642,751
post_0199,🚀 GUARANTEED 500% returns in 30 days! Join our premium Telegram group NOW!,twitter,2025-08-17 22:18:50.009288,1682,fraudulent,False,47760,85
post_0200,Dollar-cost averaging can help reduce the impact of market volatility,facebook,2025-08-23 22:18:50.009291,68,legitimate,True,10066,81
post_0201,Dollar-cost averaging can help reduce the impact of market volatility,instagram,2025-08-07 22:18:50.009297,184,legitimate,True,22944,121
post_0202,AI trading bot with 99.9% success rate! Make money while you sleep! 🤖💸,facebook,2025-08-11 22:18:50.009300,4906,fraudulent,False,17569,309
post_0203,💰 I made ₹50 lakhs in one week using this simple trick. DM for details!,instagram,2025-09-03 22:18:50.009303,3109,fraudulent,False,42961,240
post_0204,Consider diversifying your portfolio with index funds for long-term growth,twitter,2025-08-12 22:18:50.009306,193,legitimate,False,40591,131
post_0205,Consider diversifying your portfolio with index funds for long-term growth,twitter,2025-08-07 22:18:50.009310,429,legitimate,True,37605,871
post_0206,Consult a SEBI registered advisor before making major investment decisions,whatsapp,2025-08-14 22:18:50.009313,376,legitimate,False,2944,681
